isbn13,title,author,description,page_count,published_date,publisher,cover_url,cover_filename,genres,series_name,volume_number,audience,intensity,moods,classification_confidence,mood_darkness,pacing_speed,complexity_score,emotional_intensity,plot_archetype,prose_style,setting_atmosphere,vibe_confidence,is_nyt_bestseller,nyt_list_category,nyt_weeks_on_list,nyt_peak_rank
9781250435675,"Not My Type","E. Jean Carroll","The journalist shares moments from her life and the two trials in which she accused President Trump of sexual assault and defamation. Read by the author. 12 hours, 2 minutes unabridged.",368,2025,"Macmillan Audio",https://covers.openlibrary.org/b/isbn/9781250435675-L.jpg,,Fiction,,,adult,intense,"tense, thought_provoking",1,9,6,6,9.5,other,conversational,urban,0.95,1,"Audio Nonfiction",1,14
9798217020799,Matriarch,"Tina Knowles with Kevin Carr O'Leary","The businesswoman, who is the mother of Beyoncé Knowles-Carter and Solange Knowles, traces her life’s journey. Read by Tina Knowles, Beyoncé, Solange, Kelly Rowland and Angie Beyincé. 17 hours, 16 minutes unabridged.",,,"Random House Audio",https://covers.openlibrary.org/b/isbn/9798217020799-L.jpg,,Fiction,,,adult,moderate,"inspirational, thought_provoking, melancholic",0.9,3,4,3,7,rags_to_riches,conversational,contemporary,0.85,1,"Audio Nonfiction",3,15
9781501124068,"How Countries Go Broke","Ray Dalio",,400,2025,"Avid Reader",https://covers.openlibrary.org/b/id/15093924-L.jpg,9781501124068.jpg,,,,,,,,,,,,,,,,1,Business,1,3
9780593728697,"A Different Kind Of Power","Jacinda Ardern",,340,2025,Crown,https://covers.openlibrary.org/b/id/15108022-L.jpg,9780593728697.jpg,,,,,,,,,,,,,,,,1,Business,1,5
9781668053379,"Apple In China","Patrick McGee","A journalist depicts the development of Apple’s supply chain and its increasingly precarious relationship with China.",352,2025,Scribner,https://covers.openlibrary.org/b/isbn/9781668053393-L.jpg,9781668053379.jpg,,,,adult,moderate,"tense, thought_provoking",0.9,6,4,8,2,other,journalistic,contemporary,0.9,1,Business,2,10
9781974755882,"My Hero Academia, Vol. 41","Kohei Horikoshi","Time is running out to stop the All for One’s schemes and the battle between Midoriya and Shigaraki reaches a peak.",,,"VIZ Media",https://covers.openlibrary.org/b/isbn/9781974755882-L.jpg,,,"My Hero Academia",41,young_adult,intense,"tense, adventurous, inspirational",0.9,7,9,3,8,heros_journey,cinematic,urban,0.9,1,"Graphic Books and Manga",1,7
9781974755110,"Dandadan, Vol. 13","Yukinobu Tatsu","Momo Ayase and her allies face aliens who have attacked another planet out in deep space.",,2025-06-03,"VIZ Media",https://covers.openlibrary.org/b/id/15151079-L.jpg,9781974755110.jpg,,Dandadan,13,young_adult,moderate,"adventurous, tense",0.9,6,8,3,6,heros_journey,cinematic,other,0.85,1,"Graphic Books and Manga",1,10
9781338777215,"The Cartoonists Club","Raina Telgemeier and Scott McCloud","Four kids with different creative strengths come together to learn about making comics.",288,2025,Scholastic,https://covers.openlibrary.org/b/id/14859281-L.jpg,9781338777215.jpg,,,,middle_grade,light,"inspirational, humorous, cozy",0.95,1.5,4,2.5,4.5,found_family,conversational,contemporary,0.9,1,"Graphic Books and Manga",3,12
9781338741049,"Dog Man Unleashed","Dav Pilkey","The second book in the Dog Man series. Petey the Cat’s criminal curiosity causes trouble.",224,"Aug 03, 2021",Scholastic,https://covers.openlibrary.org/b/id/11206138-L.jpg,9781338741049.jpg,,"Dog Man",2,children,light,"humorous, adventurous",0.9,1.5,8.5,1.5,1.5,heros_journey,conversational,urban,0.9,1,"Graphic Books and Manga",6,15
9780786051922,"Rage Of Eagles","William W. Johnstone","The fifth of the Eagles series. Falcon MacCallister goes after the Noonan gang for the murder of his father.",320,2025,Pinnacle,https://covers.openlibrary.org/b/id/15101760-L.jpg,9780786051922.jpg,,"Eagles series",5,adult,intense,"tense, adventurous",0.85,7.5,7,3,8,revenge_tale,cinematic,wilderness,0.8,1,"Mass Market",1,4
9781538710579,"Alex Cross Must Die","James Patterson","The 32nd book in the Alex Cross series. When a jet is gunned down, Cross goes back into action.",400,2025,"Little, Brown",https://covers.openlibrary.org/b/isbn/9781538710579-L.jpg,9781538710579.jpg,,"Alex Cross series",32,adult,intense,"suspenseful, mysterious, tense",0.9,8,9,2,6,whodunit,cinematic,urban,0.9,1,"Mass Market",1,5
9780786050604,"On The Royle Range","William W. Johnstone and J.A. Johnstone","The third book in the Forever Texas series. As the country splits apart, Regis Royle leads a precarious cattle drive.",336,2025,Kensington,https://covers.openlibrary.org/b/id/15101759-L.jpg,9780786050604.jpg,,"Forever Texas",3,adult,moderate,"adventurous, tense, thought_provoking",0.85,6,7,3,6,heros_journey,cinematic,wilderness,0.8,1,"Mass Market",1,6
9781420156683,"The Wild Side","Fern Michaels","A former government agent who became a school guidance counselor receives a request to return for a specialized assignment.",352,2025,Zebra,https://covers.openlibrary.org/b/isbn/9781420156683-L.jpg,9781420156683.jpg,,,,adult,moderate,"suspenseful, mysterious, adventurous",0.9,6,7,2,6,heros_journey,conversational,contemporary,0.8,1,"Mass Market",1,7
9781335463562,"The Sheriff Takes A Wife","Debbie Macomber","A woman from the city and a small-town sheriff develop a relationship that comes with complications.",464,2025,Harlequin,https://covers.openlibrary.org/b/isbn/9781335463562-L.jpg,9781335463562.jpg,,,,adult,moderate,"romantic, cozy",0.85,3,5,2.5,6.5,fish_out_of_water,conversational,small_town,0.8,1,"Mass Market",1,8
9781464222801,Sunset,"Sharon Sala","A bull rider who was badly injured on the rodeo circuit begins a relationship with a waitress with a hidden talent for painting.",480,2025,"Sourcebooks Casablanca",https://covers.openlibrary.org/b/isbn/9781464222801-L.jpg,9781464222801.jpg,,,,adult,moderate,"romantic, inspirational",0.9,3.5,5.5,2.5,7.5,redemption_arc,conversational,contemporary,0.85,1,"Mass Market",1,9
9781250393388,"Hidden Pictures","Jason Rekulak","A 5-year-old’s disturbing artwork may hold clues to an unsolved murder.",408,2022,Flatiron,https://covers.openlibrary.org/b/isbn/9781250819352-L.jpg,9781250393388.jpg,,,,adult,dark,"mysterious, suspenseful, tense",0.9,8.5,7.5,4,7.5,whodunit,conversational,contemporary,0.8,1,"Mass Market",2,10
9780593331620,"Stuart Woods' Golden Hour","Brett Battles","The seventh book in the Teddy Fay series. A film’s European press tour serves as cover for Fay to find out who is killing C.I.A. agents.",,2024,Putnam,https://covers.openlibrary.org/b/isbn/9780593331620-L.jpg,9780593331620.jpg,,"Teddy Fay series",7,adult,moderate,"mysterious, suspenseful, adventurous",0.9,7,9,3,4,whodunit,cinematic,urban,0.8,1,"Mass Market",1,11
9781335980618,"Standing Watch","Terri Reed","The third book in the Dakota K-9 Unit series. A park ranger witnesses a co-worker’s murder.",208,2025,"Love Inspired Suspense",https://covers.openlibrary.org/b/id/15137042-L.jpg,9781335980618.jpg,,"Dakota K-9 Unit",3,adult,moderate,"suspenseful, mysterious, tense",0.9,6.5,8,3,7,whodunit,cinematic,wilderness,0.8,1,"Mass Market",2,12
9781335937247,"Saving Her Amish Baby","Jo Ann Brown","The second book in the Amish of Lost River series. An Amish seamstress takes in her cousin’s abandoned baby.",,,"Love Inspired",https://covers.openlibrary.org/b/isbn/9781335937247-L.jpg,,,"Amish of Lost River",2,adult,moderate,"romantic, cozy, inspirational",0.9,2.5,3,2,6,found_family,conversational,small_town,0.8,1,"Mass Market",2,13
9781335980625,"Following The Clues","Dana Mentink","The fourth book in the Security Hounds Investigations series. A K-9 handler searches for a childhood friend’s mother who went missing.",208,2025,"Love Inspired Suspense",https://covers.openlibrary.org/b/id/15137040-L.jpg,9781335980625.jpg,,"Security Hounds Investigations series",4,adult,moderate,"mysterious, suspenseful, adventurous",0.9,4,7,3,6,whodunit,conversational,contemporary,0.85,1,"Mass Market",1,14
9780786051083,"I'M Here To Kill You","William W. Johnstone and J.A. Johnstone","Two western stories: “Brutal Night of the Mountain Man” and “Venom of the Mountain Man.”",768,2025,Pinnacle,https://covers.openlibrary.org/b/id/15101758-L.jpg,9780786051083.jpg,,,,adult,intense,"adventurous, suspenseful, tense",0.85,7.5,7,3,7,revenge_tale,cinematic,wilderness,0.8,1,"Mass Market",2,15
9780593903452,"A Minecraft Movie: The Junior Novelization","adapted by David Lewman",,,,"Random House",https://covers.openlibrary.org/b/isbn/9780593903452-L.jpg,,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",3,7
9781534467576,Alone,"Megan E. Freeman","When twelve-year-old Maddie hatches a scheme for a secret sleepover with her two best friends, she ends up waking up to a nightmare. She’s alone—left behind in a town that has been mysteriously evacuated and abandoned.

With no one to rely on, no power, and no working phone lines or internet access, Maddie slowly learns to survive on her own. Her only companions are a Rottweiler named George and all the books she can read. After a rough start, Maddie learns to trust her own ingenuity and invents clever ways to survive in a place that has been deserted and forgotten.

She escapes natural disasters, looters, and wild animals as the months' pass. But Maddie’s most formidable enemy is the crushing loneliness she faces every day. Can Maddie’s stubborn will to survive carry her through the most frightening experience of her life?",416,2022,Aladdin,https://covers.openlibrary.org/b/id/15089394-L.jpg,9781534467576.jpg,,,,middle_grade,moderate,"adventurous, melancholic, inspirational",1,6,6,3,8,coming_of_age,cinematic,post_apocalyptic,0.9,1,"Middle Grade Paperback",6,8
9781338795042,Iceberg,"Jennifer A. Nielsen",,352,2023,Scholastic,https://covers.openlibrary.org/b/isbn/9781338795028-L.jpg,9781338795042.jpg,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",4,9
9780063211513,"A Study In Drowning","Ava Reid","Effy has always believed in fairy tales. She's had no choice. Since childhood, she's been haunted by visions of the Fairy King. She's found solace only in the pages of Angharad - a beloved epic about a mortal girl who falls in love with the Fairy King, and then destroys him.

Effy's tattered copy is all that's keeping her afloat through her stifling first term her prestigious architecture college. So when the late author's family announces a contest to design his house, Effy fells certain this is her destiny.

But Hiraeth Manor is an impossible task: a musty, decrepit estate on the brink of crumbling into a hungry sea. And when Effy arrives, she finds she isn't the only one who's made a temporary home there. Preston Héloury, a stodgy young literature scholar, is studying Myrddin's papers and is determined to prove her favourite author is a fraud.

As the two rival students investigate the reclusive author's legacy, piecing together clues through his letters, books, and diaries, they discover that the house's foundation isn't the only thing that can't be trusted. There are dark forces, both mortal and magical, conspiring against them - and the truth may bring them both to ruin.",384,"June 3, 2025",HarperTeen,https://covers.openlibrary.org/b/id/15140330-L.jpg,9780063211513.jpg,,,,adult,dark,"mysterious, tense, suspenseful",1,7.5,4.5,6.5,7,whodunit,lyrical,other,1,1,"Young Adult Paperback",1,5
9781728263144,"A First Time For Everything","K.L. Walther",,416,2025,"Sourcebooks Fire",https://covers.openlibrary.org/b/isbn/9781728263144-L.jpg,9781728263144.jpg,,,,,,,,,,,,,,,,1,"Young Adult Paperback",1,9
9781665921244,"Betting On You","Lynn Painter","When seventeen-year-old Bailey starts a new job at a hotel waterpark, she is less than thrilled to see an old acquaintance is one of her coworkers. Bailey met Charlie a year ago on the long flight to Omaha, where she moved after her parents’ divorce. Charlie’s cynicism didn’t mix well with Bailey’s carefully well-behaved temperament, and his endless commentary was the irritating cherry on top of an already emotionally fraught trip.

Now, Bailey and Charlie are still polar opposites, but instead of everything about him rubbing Bailey the wrong way, she starts to look forward to hanging out and gossiping about the waterpark guests and their coworkers—particularly two who keep flirting with each other. Bailey and Charlie make a bet on whether or not the cozy pair will actually get together. Charlie insists that members of the opposite sex can’t just be friends, and Bailey is determined to prove him wrong.

Bailey and Charlie keep close track of the romantic progress of others while Charlie works to deflect the growing feelings he’s developed for Bailey. Terrified to lose her if his crush becomes known, what doesn’t help his agenda is Bailey and Charlie “fake dating” in order to disrupt the annoying pleasantries between Bailey’s mom and her mom’s new boyfriend. Soon, what Charlie was hoping to avoid becomes a reality as Bailey starts to see him as not only a friend she can rely on in the midst of family drama—but someone who makes her hands shake and heart race. But Charlie has a secret—a secret that involves Bailey and another bet Charlie may have made. Can the two make a real go of things…or has Charlie’s secret doomed them before they could start?",,2023,"Simon & Schuster",https://covers.openlibrary.org/b/isbn/9781665921244-L.jpg,9781665921244.jpg,,,,young_adult,light,"romantic, humorous, cozy",0.95,2,4,2,6,enemies_to_lovers,conversational,contemporary,0.9,1,"Young Adult Paperback",9,10
9780593439371,"A Witch'S Guide To Magical Innkeeping","Sangu Mandanna","A witch, who helps run her great aunt’s enchanted inn, enlists a historian’s aid to regain her magic.",352,"July 15, 2025",Berkley,https://covers.openlibrary.org/b/id/14638455-L.jpg,9780593439371.jpg,Fiction,,,adult,light,"cozy, mysterious, romantic",0.9,2,4,3,4,heros_journey,conversational,small_town,0.85,1,"Combined Print & E-Book Fiction",1,7
9781649379153,"Three Shattered Souls","Mai Corland","The third book in the Broken Blades series. Allegiances are upended as the Blades face new threats.",450,2025,"Red Tower",https://covers.openlibrary.org/b/id/15103486-L.jpg,9781649379153.jpg,Fiction,"Broken Blades series",3,adult,intense,"suspenseful, tense, adventurous",0.7,7.5,7,5,7,found_family,cinematic,medieval,0.6,1,"Combined Print & E-Book Fiction",1,9
9781649376947,"Onyx Storm","Rebecca Yarros","The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies.",544,2025,"Red Tower",https://covers.openlibrary.org/b/id/15103245-L.jpg,9781649376947.jpg,Fiction,"Empyrean series",3,adult,moderate,"adventurous, tense, suspenseful",0.8,7,8,4,8,heros_journey,cinematic,other,0.8,1,"Combined Print & E-Book Fiction",24,12
9781250346384,Jfk,"J. Randy Taraborrelli","The author of “Jackie” provides a portrait of the public and private sides of President John F. Kennedy.",,2025-07-15,"St. Martin's",https://covers.openlibrary.org/b/isbn/9781250346384-L.jpg,9781250346384.jpg,Fiction,,,adult,moderate,"thought_provoking, melancholic",0.9,6.5,4.5,7,7,other,journalistic,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",1,4
9780593804070,Algospeak,"Adam Aleksic","A linguist and content creator known as the “Etymology Nerd” delineates the impact of internet algorithms on language and communication.",256,2025,Knopf,https://covers.openlibrary.org/b/isbn/9780593804070-L.jpg,9780593804070.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.8,4,3,7,2,other,academic,contemporary,0.7,1,"Combined Print & E-Book Nonfiction",1,6
9781668090190,"On Her Game","Christine Brennan","A sports columnist for USA Today profiles the ascendance of the sports and cultural icon Caitlin Clark.",280,2025,Scribner,https://covers.openlibrary.org/b/id/15101364-L.jpg,9781668090190.jpg,Fiction,,,adult,moderate,"inspirational, thought_provoking",0.9,2,6,3,6,heros_journey,journalistic,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",2,12
9780593229866,"No More Tears","Gardiner Harris","The investigative journalist brings to light the corporate practices of the pharmaceutical company Johnson & Johnson.",464,2025-04-08,"Random House",https://covers.openlibrary.org/b/id/15095652-L.jpg,9780593229866.jpg,Fiction,,,adult,intense,"thought_provoking, suspenseful, tense",0.9,8.5,7.5,7.5,8.5,whodunit,journalistic,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",2,15
9780778387480,"The Girl I Was","Jeneva Rose","After a breakup and the loss of her job, Alexis wakes up in her college town in the year 2002 and comes across her 18-year-old self.",360,2021,MIRA,https://covers.openlibrary.org/b/isbn/9780778360261-L.jpg,9780778387480.jpg,Fiction,,,adult,moderate,"thought_provoking, melancholic",0.9,4,5,3,8,redemption_arc,conversational,contemporary,0.8,1,"Hardcover Fiction",1,8
9781538769997,"The Unraveling Of Julia","Lisa Scottoline","Julia Pritzker encounters strange and deadly things when she goes to claim the Tuscan villa and vineyard she inherited from a stranger.",400,2025,"Grand Central",https://covers.openlibrary.org/b/id/15103487-L.jpg,9781538769997.jpg,Fiction,,,adult,dark,"mysterious, suspenseful, tense",0.9,7,8,3,7,fish_out_of_water,conversational,contemporary,0.8,1,"Hardcover Fiction",1,13
9780593819456,"The Irresistible Urge To Fall For Your Enemy","Brigitte Knightley","Aurienne Fairhrim accepts an offer to heal a member of an enemy faction and an attraction develops.",376,"July 8, 2025",Ace,https://covers.openlibrary.org/b/id/15155006-L.jpg,9780593819456.jpg,Fiction,,,adult,moderate,"romantic, suspenseful, tense",0.9,5,6,3,7,enemies_to_lovers,conversational,other,0.8,1,"Hardcover Fiction",2,15
9780063432109,"Behind The Badge","Johnny Joey Jones","The Fox News military analyst extols the first responders among his friends and family.",272,2025,"Fox News",https://covers.openlibrary.org/b/isbn/9780063432109-L.jpg,9780063432109.jpg,Fiction,,,adult,moderate,"inspirational, thought_provoking",0.9,3,4,3,7,other,conversational,contemporary,0.8,1,"Hardcover Nonfiction",5,14
9780593832530,2024,"Josh Dawsey, Tyler Pager and Isaac Arnsdorf","Journalists from The Wall Street Journal, The New York Times and The Washington Post examine the most recent presidential election campaign.",420,2025,"Penguin Press",https://covers.openlibrary.org/b/id/15101370-L.jpg,9780593832530.jpg,Fiction,,,adult,moderate,"thought_provoking, tense",0.9,6,5,7,3,other,journalistic,contemporary,0.8,1,"Hardcover Nonfiction",2,15
9781538704431,"Just For The Summer","Abby Jimenez","Justin and Emma, whose exes find soulmates after breaking up with them, have a fling on a private island on Lake Minnetonka.",,2024,Forever,https://covers.openlibrary.org/b/id/14602781-L.jpg,9781538704431.jpg,Fiction,,,adult,moderate,"romantic, humorous",0.95,2,7,2,7,other,conversational,contemporary,0.9,1,"Paperback Trade Fiction",23,11
9781250231321,"The British Are Coming","Rick Atkinson","The Pulitzer Prize-winning historian and journalist begins his Revolution Trilogy with events from 1775 to 1777.",800,"Apr 07, 2020",Holt,https://covers.openlibrary.org/b/id/10147254-L.jpg,9781250231321.jpg,Fiction,"Revolution Trilogy",,adult,moderate,"thought_provoking, tense, adventurous",0.9,7,5,8,4,other,journalistic,other,0.9,1,"Paperback Nonfiction",8,3
